   0.01231   0.02764 182.25444   7.27230   6.76806   6.27943   7.03047   7.28275   0.56006
   0.01253   0.02796 189.28023   7.56248   7.06088   6.57431   7.32278   7.57391   0.59687
   0.00428   0.01551  -3.14060   0.56066   0.00000   0.00000   0.25114   0.56049   0.01687
   0.00452   0.01590  -2.46526   0.56937   0.00000   0.00000   0.26321   0.56921   0.01812
   0.00488   0.01648  -1.07058   0.59765   0.00787   0.00000   0.29616   0.59749   0.02018
   0.00514   0.01689   0.18591   0.62858   0.03696   0.00000   0.33028   0.62841   0.02190
   0.00541   0.01732   1.75362   0.67074   0.08600   0.00000   0.37564   0.67058   0.02396
   0.00565   0.01770   3.32975   0.71486   0.13414   0.00000   0.42241   0.71470   0.02595
   0.00588   0.01806   5.01599   0.76321   0.18666   0.00000   0.47321   0.76305   0.02807
   0.00612   0.01844   7.09787   0.82444   0.25205   0.00000   0.53697   0.82430   0.03067
   0.00634   0.01877   9.09433   0.88403   0.31516   0.00000   0.59868   0.88390   0.03320
   0.00655   0.01909  11.13542   0.94546   0.37993   0.00000   0.66212   0.94534   0.03580
   0.00671   0.01935  12.92406   0.99994   0.43698   0.00000   0.71815   0.99983   0.03813
   0.00707   0.01989  16.94146   1.12606   0.56844   0.04033   0.84748   1.12598   0.04360
   0.00737   0.02036  20.62585   1.24760   0.69440   0.15503   0.97168   1.24757   0.04910
   0.00772   0.02089  25.07235   1.39724   0.84882   0.31936   1.12420   1.39727   0.05616
   0.00808   0.02144  30.12379   1.56830   1.02472   0.49912   1.29818   1.56841   0.06463
   0.00841   0.02194  35.05173   1.73663   1.19732   0.67625   1.46910   1.73683   0.07342
   0.00875   0.02245  40.34183   1.91897   1.38386   0.86699   1.65399   1.91929   0.08339
   0.00903   0.02287  44.97860   2.08017   1.54848   1.03507   1.81727   2.08060   0.09262
   0.00938   0.02339  50.94986   2.29009   1.76246   1.25315   2.02968   2.29070   0.10533
   0.00969   0.02386  56.46569   2.48593   1.96183   1.45608   2.22770   2.48672   0.11777
   0.00997   0.02428  61.64282   2.67095   2.15004   1.64748   2.41470   2.67193   0.12988
   0.01033   0.02482  68.61896   2.92391   2.40699   1.90842   2.67017   2.92519   0.14757
   0.01068   0.02534  75.43265   3.17407   2.66085   2.16594   2.92269   3.17567   0.16603
   0.01100   0.02582  81.97164   3.41647   2.90668   2.41514   3.16729   3.41842   0.18468
   0.01133   0.02630  88.72372   3.66974   3.16334   2.67511   3.42276   3.67208   0.20513
   0.01166   0.02678  95.57728   3.93062   3.42752   2.94249   3.68583   3.93341   0.22749
   0.01196   0.02724 102.11633   4.18120   3.68120   3.19914   3.93848   4.18445   0.24954
   0.01226   0.02767 108.52766   4.43101   3.93395   3.45465   4.19031   4.43479   0.27299
   0.01255   0.02811 115.00475   4.68510   4.19096   3.71439   4.44641   4.68942   0.29748
   0.01285   0.02854 121.54633   4.94526   4.45402   3.98011   4.70862   4.95020   0.32389
   0.01313   0.02895 127.82208   5.19702   4.70853   4.23710   4.96234   5.20259   0.35029
   0.01339   0.02935 133.88705   5.44344   4.95757   4.48848   5.21068   5.44968   0.37736
   0.01366   0.02974 140.01874   5.69406   5.21082   4.74406   5.46324   5.70101   0.40551
   0.01394   0.03014 146.22874   5.95204   5.47145   5.00696   5.72322   5.95979   0.43623
   0.01419   0.03052 152.09737   6.19585   5.71775   5.25541   5.96892   6.20435   0.46526
   0.01444   0.03088 157.86473   6.44099   5.96533   5.50501   6.21598   6.45036   0.49693
   0.01469   0.03125 163.65224   6.68702   6.21381   5.75551   6.46394   6.69726   0.52873
   0.00476   0.01651  -2.82445   0.53142   0.00000   0.00000   0.23935   0.53124   0.01676
   0.00503   0.01694  -2.14388   0.54149   0.00000   0.00000   0.25257   0.54132   0.01795
   0.00544   0.01758  -0.76579   0.57080   0.00782   0.00000   0.28624   0.57062   0.01992
   0.00574   0.01803   0.45897   0.60174   0.03658   0.00000   0.32016   0.60156   0.02156
   0.00605   0.01852   1.97260   0.64319   0.08466   0.00000   0.36460   0.64301   0.02352
   0.00632   0.01893   3.48382   0.68607   0.13134   0.00000   0.40996   0.68589   0.02542
   0.00658   0.01933   5.09214   0.73272   0.18197   0.00000   0.45891   0.73254   0.02743
   0.00686   0.01975   7.06414   0.79131   0.24451   0.00000   0.51986   0.79114   0.02990
   0.00711   0.02012   8.94602   0.84801   0.30456   0.00000   0.57855   0.84784   0.03228
   0.00734   0.02048  10.86415   0.90627   0.36599   0.00000   0.63868   0.90611   0.03475
   0.00753   0.02076  12.53719   0.95769   0.41986   0.00000   0.69156   0.95755   0.03694
   0.00793   0.02136  16.27969   1.07629   0.54352   0.03786   0.81315   1.07617   0.04209
   0.00828   0.02188  19.69164   1.19000   0.66143   0.14535   0.92935   1.18992   0.04725
   0.00867   0.02247  23.78886   1.32938   0.80536   0.29884   1.07142   1.32935   0.05384
   0.00908   0.02308  28.42102   1.48801   0.96859   0.46594   1.23279   1.48806   0.06173
   0.00945   0.02363  32.91973   1.64350   1.12814   0.62995   1.39069   1.64364   0.06990
   0.00983   0.02420  37.72993   1.81135   1.29998   0.80595   1.56093   1.81159   0.07914
   0.01015   0.02467  41.93088   1.95928   1.45116   0.96055   1.71081   1.95963   0.08767
   0.01054   0.02525  47.31878   2.15125   1.64700   1.16043   1.90511   2.15177   0.09938
   0.01089   0.02576  52.27898   2.32985   1.82895   1.34588   2.08574   2.33053   0.11082
   0.01121   0.02623  56.92456   2.49827   2.00039   1.52049   2.25601   2.49912   0.12195
   0.01162   0.02683  63.15685   2.72769   2.23361   1.75762   2.48778   2.72882   0.13814
   0.01201   0.02740  69.22295   2.95391   2.46335   1.99098   2.71621   2.95535   0.15500
   0.01237   0.02794  75.02945   3.17266   2.68534   2.21630   2.93701   3.17441   0.17200
   0.01274   0.02848  81.00673   3.40063   2.91654   2.45076   3.16704   3.40275   0.19060
   0.01310   0.02901  87.05215   3.63477   3.15382   2.69118   3.40323   3.63731   0.21089
   0.01345   0.02951  92.81094   3.85937   3.38136   2.92165   3.62976   3.86233   0.23088
   0.01378   0.02999  98.43546   4.08259   3.60736   3.15037   3.85485   4.08603   0.25209
   0.01411   0.03048 104.10935   4.30934   3.83689   3.38259   4.08350   4.31329   0.27422
   0.01444   0.03096 109.82231   4.54097   4.07126   3.61957   4.31702   4.54548   0.29802
   0.01475   0.03141 115.29325   4.76477   4.29766   3.84843   4.54265   4.76987   0.32179
   0.01505   0.03185 120.56614   4.98336   4.51873   4.07179   4.76302   4.98907   0.34612
   0.01535   0.03229 125.89065   5.20545   4.74331   4.29867   4.98692   5.21182   0.37140
   0.01565   0.03273 131.26524   5.43347   4.97383   4.53142   5.21679   5.44057   0.39893
   0.01594   0.03315 136.34439   5.64896   5.19167   4.75137   5.43403   5.65675   0.42495
   0.01622   0.03355 141.31339   5.86485   5.40987   4.97155   5.65171   5.87343   0.45325
   0.01650   0.03396 146.29961   6.08151   5.62885   5.19252   5.87017   6.09090   0.48166
   0.00681   0.02023  -1.96501   0.45169   0.00000   0.00000   0.20682   0.45149   0.01640
   0.00723   0.02083  -1.28315   0.46486   0.00000   0.00000   0.22254   0.46464   0.01743
   0.00784   0.02172   0.02344   0.49585   0.00747   0.00000   0.25706   0.49561   0.01914
